Ad set ID;Country;reach;impressions;frequency;Currency;cpm;cpc;ctr;amount spent (EUR);purchases;Reporting starts;Reporting ends
23853240769510129;AU;1108;1157;1.044043321;EUR;19.12033195;0.987428568;2.43430152;27.648;0;2023-01-01;2023-04-30
23853279195610129;IT;2848;3089;1.084550562;EUR;7.16117224;1.10597144;0.55944056;27.64928602;0;2023-01-01;2023-04-30
23853240668460129;HR;7870;7870;1;EUR;2.807074608;0.284701032;0.87822728;27.616;2;2023-01-01;2023-04-30
23853240668460129;SK;5632;6090;1.08125;EUR;3.626904888;0.349468352;0.903836048;27.608;1;2023-01-01;2023-04-30
23853251736770129;CA;2315;2431;1.050103663;EUR;9.081934848;0.890322584;1.921684768;27.6;0;2023-01-01;2023-04-30
23852032978790261;CA;1423;1816;1.275997752;EUR;12.07400881;1.612235296;0.810572688;27.408;0;2023-01-01;2023-04-30
23853245902350129;CA;1358;1545;1.137220259;EUR;14.17296738;1.18991304;1.1185914;27.368;0;2023-01-01;2023-04-30
23853260532860129;CA;1358;1426;1.050677666;EUR;15.3494111;1.3684;1.121704992;27.368;0;2023-01-01;2023-04-30
23853240668460129;NA;11366;14787;1.300957207;EUR;1.478900672;0.196661872;0.947846784;27.336;0;2023-01-01;2023-04-30
23854320839540129;AU;351;506;1.439635535;EUR;43.2278481;6.83;0.506329112;27.32;1;2023-01-01;2023-04-30
23854571446860129;CA;1274;1402;1.100502513;EUR;15.44748858;1.933142856;1.415525112;27.064;0;2023-01-01;2023-04-30
23853226142100129;CA;1072;1154;1.076865672;EUR;18.72765073;1.689;1.44144144;27.024;2;2023-01-01;2023-04-30
23853269569100129;CA;1113;1200;1.078360891;EUR;18.016;1.422315792;1.44;27.024;0;2023-01-01;2023-04-30
23853240668460129;IE;2765;3494;1.263888889;EUR;6.153846152;0.584347824;0.915750912;26.88;2;2023-01-01;2023-04-30
23853779155460129;CA;1071;1071;1;EUR;20.06273338;2.066461536;0.955937264;26.864;0;2023-01-01;2023-04-30
23852658794240129;AU;2227;2369;1.063577586;EUR;9.053698072;1.7872;0.432286392;26.808;0;2023-01-01;2023-04-30
23852839495490221;CA;930;1044;1.122098022;EUR;20.4137931;2.664;1.16475096;26.64;0;2023-01-01;2023-04-30
23853689128390129;US;489;518;1.058919804;EUR;41.03863988;2.212666664;1.607418856;26.552;0;2023-01-01;2023-04-30
23853240769510129;US;874;888;1.015553522;EUR;23.88468469;0.716540544;3.96396396;26.512;2;2023-01-01;2023-04-30
23854026060110129;CA;1062;1090;1.02560241;EUR;19.4537445;3.785142856;0.587371512;26.496;0;2023-01-01;2023-04-30
23853333131840129;IT;682;2520;3.697183099;EUR;8.40126984;1.150608696;1.168253968;26.464;1;2023-01-01;2023-04-30
23853484178270129;NZ;658;1353;2.057177616;EUR;15.64518037;0.715027024;2.270845656;26.456;2;2023-01-01;2023-04-30
23853287630030129;US;678;739;1.089622642;EUR;28.57142857;0.851612904;3.11688312;26.4;0;2023-01-01;2023-04-30
23853220226150129;CA;1363;1480;1.085680751;EUR;14.25297298;1.387789472;1.254054056;26.368;1;2023-01-01;2023-04-30
23853286578740129;AU;919;1074;1.168842472;EUR;19.63365599;1.464888888;1.370067016;26.368;0;2023-01-01;2023-04-30
23853689128390129;AU;819;847;1.034179688;EUR;24.77809254;2.624;0.982058544;26.24;1;2023-01-01;2023-04-30
23853251737030129;US;682;726;1.064553991;EUR;28.85997795;1.636;1.940463064;26.176;0;2023-01-01;2023-04-30
23853461440470129;CA;898;932;1.038324421;EUR;22.46180258;2.6168;0.824034336;26.168;0;2023-01-01;2023-04-30
23853048358430125;CA;1564;1632;1.043478261;EUR;12.76862745;1.447111112;1.372549016;26.048;0;2023-01-01;2023-04-30
23853245845120129;US;747;764;1.02248394;EUR;27.25863874;1.183272728;1.842931936;26.032;0;2023-01-01;2023-04-30
23853311334350129;US;949;1082;1.139966273;EUR;19.24852071;1.858857144;0.828402368;26.024;1;2023-01-01;2023-04-30
23853288592070129;CA;2269;2346;1.033850494;EUR;8.85402456;1.18;0.68212824;25.96;2;2023-01-01;2023-04-30
23854337515470129;CA;648;694;1.071604938;EUR;29.9078341;1.730666664;1.751152072;25.96;1;2023-01-01;2023-04-30
23853251838920129;CA;2346;2414;1.029331514;EUR;8.498343272;1.02592;1.988071568;25.648;2;2023-01-01;2023-04-30
23853333131590129;IE;326;1578;4.835784314;EUR;12.96346529;1.504524528;1.25696908;25.57691701;0;2023-01-01;2023-04-30
23854339243110129;AU;526;670;1.273556231;EUR;30.47362754;2.128074992;1.431980904;25.53689988;1;2023-01-01;2023-04-30
23853240769530129;AU;1677;1677;1;EUR;12.16030534;0.7965;1.717557248;25.488;1;2023-01-01;2023-04-30
23853017922890221;US;672;699;1.04047619;EUR;29.15331808;1.415555552;2.47139588;25.48;0;2023-01-01;2023-04-30
23852422837210784;CA;1635;1988;1.215753425;EUR;10.16016097;1.803428568;0.676056336;25.248;1;2023-01-01;2023-04-30
23853442404960129;CA;631;998;1.581749049;EUR;20.23076923;2.295272728;0.833333336;25.248;0;2023-01-01;2023-04-30
23853304173760129;CA;1496;1618;1.081818182;EUR;12.43697479;1.677333336;0.988630744;25.16;0;2023-01-01;2023-04-30
23853295446170129;US;953;972;1.020151134;EUR;20.6090535;1.391111112;1.251028808;25.04;0;2023-01-01;2023-04-30
23853954795400129;NZ;1629;1738;1.067288802;EUR;11.51219512;1.786857144;0.92038656;25.016;1;2023-01-01;2023-04-30
23853146881790129;CA;805;876;1.088469185;EUR;22.71415525;1.5545;1.388127856;24.872;0;2023-01-01;2023-04-30
23853295532280129;US;914;927;1.01399825;EUR;21.4529767;1.184;1.449525456;24.864;0;2023-01-01;2023-04-30
23853333131840129;DE;582;1517;2.604395604;EUR;13.11392405;1.130181816;1.603375528;24.864;0;2023-01-01;2023-04-30
23852032978790261;AU;1018;1283;1.260015711;EUR;15.4713217;3.102;0.698254368;24.816;1;2023-01-01;2023-04-30
23853226142440129;AU;848;957;1.128301887;EUR;20.73578595;2.48;1.270903008;24.8;1;2023-01-01;2023-04-30
23853269661700129;CA;1110;1258;1.133285303;EUR;15.75079466;1.2388;1.169739352;24.776;0;2023-01-01;2023-04-30
23853226660480129;US;769;827;1.075962539;EUR;23.84526112;0.821866664;2.630560928;24.656;0;2023-01-01;2023-04-30
23853507044980129;AU;906;1030;1.137809187;EUR;19.13043478;1.895384616;0.993788816;24.64;0;2023-01-01;2023-04-30
23853333131590129;ES;365;2386;6.541666667;EUR;8.23898128;0.945264656;1.180020112;24.57688116;0;2023-01-01;2023-04-30
23853754217940129;CA;806;836;1.036706349;EUR;23.51770335;4.9152;0.535885168;24.576;0;2023-01-01;2023-04-30
23853226662390129;US;720;774;1.075555556;EUR;25.29752066;0.874571432;2.47933884;24.488;1;2023-01-01;2023-04-30
23853689128390129;CA;890;937;1.052111411;EUR;20.83005978;1.5245;1.161400512;24.392;0;2023-01-01;2023-04-30
23853240668460129;NZ;1946;2010;1.033305921;EUR;9.693593312;0.9744;1.082371664;24.36;0;2023-01-01;2023-04-30
23853146415900129;CA;1588;1787;1.125440806;EUR;10.87544299;1.735409976;0.823634736;24.29573965;2;2023-01-01;2023-04-30
23853968546970129;NZ;444;672;1.513513514;EUR;28.88880244;2.022216168;1.714285712;24.26659406;0;2023-01-01;2023-04-30
23853340763860129;RO;4621;5488;1.18767313;EUR;3.527696792;0.366666664;0.932944608;24.2;0;2023-01-01;2023-04-30
23854513796460129;AU;253;305;1.205696203;EUR;63.28608924;12.056;0.419947504;24.112;0;2023-01-01;2023-04-30
23853277755580129;AU;870;1008;1.158088235;EUR;19.02222222;0.921846152;2.095238096;23.968;0;2023-01-01;2023-04-30
23853366880050129;NZ;1406;1650;1.172923777;EUR;11.58874878;0.95584;1.629485936;23.896;0;2023-01-01;2023-04-30
23853251839220129;CA;1518;1518;1;EUR;12.58587987;1.038608696;1.72813488;23.888;0;2023-01-01;2023-04-30
23852989304770221;CA;682;792;1.161971831;EUR;23.96767677;1.694857144;1.373737376;23.728;0;2023-01-01;2023-04-30
23853295417310129;CA;1507;1594;1.057855626;EUR;11.90566985;0.912615384;1.9267436;23.728;0;2023-01-01;2023-04-30
23853333131590129;KR;275;1698;6.171511628;EUR;11.1657324;1.69320356;1.469618464;23.7048499;1;2023-01-01;2023-04-30
23853689333690129;AU;495;538;1.08723748;EUR;35.17384844;2.959;1.426448736;23.672;0;2023-01-01;2023-04-30
23853333131590129;NO;307;1099;3.578125;EUR;17.21167968;1.478052992;1.630276568;23.64884789;1;2023-01-01;2023-04-30
23853226662130129;AU;1765;1893;1.072529465;EUR;9.923922232;1.11809524;0.8114962;23.48;0;2023-01-01;2023-04-30
23853253781180129;AU;503;579;1.151033386;EUR;32.37569061;3.348571432;0.994475136;23.44;0;2023-01-01;2023-04-30
23853393075270129;CA;541;697;1.288461538;EUR;26.8564868;2.924;0.826636048;23.392;0;2023-01-01;2023-04-30
23853245845130129;CA;2243;2395;1.067760342;EUR;7.807615232;1.016347824;0.855043424;23.376;0;2023-01-01;2023-04-30
23853260844370129;CA;1154;1182;1.023562024;EUR;15.79417738;1.794461536;0.812457688;23.328;1;2023-01-01;2023-04-30
23853225460600129;CA;1273;1468;1.153362665;EUR;12.66921668;0.596102888;2.092643048;23.24801261;1;2023-01-01;2023-04-30
23854321281070129;NZ;1830;1950;1.065122378;EUR;9.526466968;0.89292308;1.247435368;23.216;0;2023-01-01;2023-04-30
23853048408210125;AU;1034;1106;1.070433437;EUR;16.68835864;2.885;1.330441072;23.08;0;2023-01-01;2023-04-30
23854349517890129;CA;455;555;1.219683656;EUR;33.07204611;5.738;0.461095104;22.952;0;2023-01-01;2023-04-30
23853071472290221;FR;1213;1428;1.177440633;EUR;12.80896358;0.846814816;1.74789916;22.864;1;2023-01-01;2023-04-30
23853240668460129;HU;4301;5701;1.325520833;EUR;3.200673592;0.296207792;1.010384504;22.808;1;2023-01-01;2023-04-30
23852401458420784;US;514;568;1.105919003;EUR;32.09014085;4.5568;0.901408448;22.784;1;2023-01-01;2023-04-30
23853461543950129;US;578;620;1.073407202;EUR;29.3883871;1.5184;1.548387096;22.776;0;2023-01-01;2023-04-30
23853240668460129;ES;3277;4095;1.249755859;EUR;4.447743696;0.529488376;0.718890408;22.768;0;2023-01-01;2023-04-30
23852962326570221;AU;390;404;1.036960986;EUR;45.05346534;1.5168;3.168316832;22.752;0;2023-01-01;2023-04-30
23854513796460129;NZ;450;522;1.161921708;EUR;34.80551302;3.246857144;0.98009188;22.728;1;2023-01-01;2023-04-30
23853005738360221;CA;688;810;1.176744186;EUR;22.37944664;1.332235296;1.739130432;22.648;2;2023-01-01;2023-04-30
23853269569100129;AU;827;877;1.059961315;EUR;20.6569343;3.234285712;1.021897808;22.64;0;2023-01-01;2023-04-30
23854114670480129;NZ;1272;1533;1.205031447;EUR;11.7703549;1.734769232;0.87682672;22.552;1;2023-01-01;2023-04-30
23853226142430129;CA;1024;1114;1.0875;EUR;16.13218391;1.604;1.206896552;22.456;1;2023-01-01;2023-04-30
23852306973010261;CA;2054;2364;1.150700935;EUR;7.539763112;1.237777776;0.947546528;22.28;0;2023-01-01;2023-04-30
23853226661880129;US;589;778;1.32201087;EUR;22.88180884;0.51776744;4.028776976;22.264;0;2023-01-01;2023-04-30
23853333085190129;NZ;471;915;1.942275042;EUR;19.45454546;1.1128;2.167832168;22.256;0;2023-01-01;2023-04-30
23854570734120129;US;242;243;1.006622517;EUR;73.18421053;2.472;2.631578944;22.248;0;2023-01-01;2023-04-30
23853780369580129;CA;735;768;1.044613711;EUR;23.14166666;2.2216;1;22.216;1;2023-01-01;2023-04-30
23853251839280129;US;558;587;1.051575931;EUR;30.23433242;1.387;2.070844688;22.192;0;2023-01-01;2023-04-30
23854366533280129;CA;846;912;1.078524125;EUR;19.29824562;1.833333336;0.982456144;22;0;2023-01-01;2023-04-30
23853251839290129;AU;1506;1673;1.111052072;EUR;10.49832616;1.0976;1.568627448;21.952;0;2023-01-01;2023-04-30
23853279195610129;FR;1552;1618;1.042783505;EUR;10.83985168;1.096451;0.909540288;21.92901995;0;2023-01-01;2023-04-30
23853286578650129;CA;906;1091;1.204946996;EUR;16.04692082;1.287529408;1.642228736;21.888;0;2023-01-01;2023-04-30
23853279195630129;GB;1299;1299;1;EUR;13.4729064;1.287058824;1.03448276;21.88;0;2023-01-01;2023-04-30
23854190435160129;NZ;1370;1582;1.15478972;EUR;11.06322711;3.124571432;0.323722816;21.872;0;2023-01-01;2023-04-30
23853647386840129;CA;601;683;1.137150466;EUR;25.57377049;3.12;1.49882904;21.84;1;2023-01-01;2023-04-30
23853251736770129;AU;1491;1522;1.020386266;EUR;11.47844374;1.819333336;1.261829656;21.832;1;2023-01-01;2023-04-30
23853260907240129;CA;1473;1537;1.043454644;EUR;11.25247267;1.137684208;1.20770432;21.616;0;2023-01-01;2023-04-30
23853721759110129;CA;783;925;1.180796731;EUR;18.69204152;1.440533336;2.006920416;21.608;0;2023-01-01;2023-04-30
23853071472330221;CH;451;505;1.118794326;EUR;34.09191759;1.3445;2.4088748;21.512;0;2023-01-01;2023-04-30
23853333131860129;FR;325;1213;3.733990148;EUR;14.1530343;0.766285712;2.163588392;21.456;3;2023-01-01;2023-04-30
23853240668460129;AT;2048;2695;1.316015625;EUR;6.356782432;0.611885712;0.926090832;21.416;2;2023-01-01;2023-04-30
23853146425720129;CA;1424;1540;1.081460674;EUR;11.10771164;1.527310352;1.412987016;21.3823449;0;2023-01-01;2023-04-30
23853366880050129;AU;1123;1210;1.077635328;EUR;14.10178454;2.1336;1.216126904;21.336;0;2023-01-01;2023-04-30
23853226141210129;CA;922;982;1.065104167;EUR;17.31051345;1.633846152;1.499592504;21.24;1;2023-01-01;2023-04-30
23853251839220129;AU;1046;1144;1.093272171;EUR;14.85314686;1.3275;1.3986014;21.24;0;2023-01-01;2023-04-30
23853019262540221;US;334;379;1.133971292;EUR;44.79324894;2.654;1.518987344;21.232;0;2023-01-01;2023-04-30
23853240668460129;BW;10138;12691;1.251893939;EUR;1.333837616;0.16152672;1.401916288;21.16;1;2023-01-01;2023-04-30
23853269661700129;AU;976;1086;1.112295082;EUR;15.59322034;1.511428568;1.238025056;21.16;1;2023-01-01;2023-04-30
23853251920900129;US;782;814;1.040899796;EUR;20.72298625;1.4064;2.514734776;21.096;1;2023-01-01;2023-04-30
23853333131860129;SG;296;604;2.040540541;EUR;27.79337748;2.623;2.119205296;20.984;1;2023-01-01;2023-04-30
23853333131590129;BN;608;4985;8.198684211;EUR;3.365230592;0.748883992;0.808858928;20.96875179;1;2023-01-01;2023-04-30
23853226143240129;CA;903;929;1.028343667;EUR;18.05340224;1.31;1.17140396;20.96;0;2023-01-01;2023-04-30
23853226143290129;AU;801;930;1.161838162;EUR;17.98796217;1.494285712;1.444539984;20.92;2;2023-01-01;2023-04-30
23853303831050129;AU;917;958;1.044502618;EUR;17.47034252;1.608615384;1.403508768;20.912;1;2023-01-01;2023-04-30
23853240769560129;AU;1506;1559;1.035050451;EUR;10.72139558;1.099789472;1.477680864;20.896;0;2023-01-01;2023-04-30
23854339243060129;NZ;1037;1136;1.095679012;EUR;14.70985915;1.3055;1.070422536;20.888;0;2023-01-01;2023-04-30
23853112137670129;CA;1005;1210;1.204617834;EUR;13.77395902;0.992380952;1.58625248;20.84;0;2023-01-01;2023-04-30
23853286578740129;CA;785;919;1.171253823;EUR;18.1305483;1.736;1.253263704;20.832;2;2023-01-01;2023-04-30
23854571446860129;AU;776;934;1.203092784;EUR;17.83718938;1.89236364;1.302485008;20.816;0;2023-01-01;2023-04-30
23853689578670129;CA;1002;1061;1.058260176;EUR;15.66214178;1.888;0.663650072;20.768;0;2023-01-01;2023-04-30
23853689333690129;CA;578;646;1.119113573;EUR;25.68316832;2.964571432;0.891089112;20.752;0;2023-01-01;2023-04-30
23853340764030129;PG;6810;15432;2.266212406;EUR;1.0745464;0.142951728;1.580093312;20.728;0;2023-01-01;2023-04-30
23853340764030129;GB;1843;2874;1.559027778;EUR;5.766146992;1.218352944;0.467706016;20.712;0;2023-01-01;2023-04-30
23852423351590129;CA;2278;2533;1.111657303;EUR;6.519366728;0.764456112;1.490840176;20.64031505;0;2023-01-01;2023-04-30
23853240668460129;US;5120;5430;1.06046875;EUR;3.02932076;0.541052632;0.495064096;20.56;1;2023-01-01;2023-04-30
23853366880050129;CA;1090;1203;1.104258443;EUR;13.56914894;1.074105264;1.755319152;20.408;0;2023-01-01;2023-04-30
23853333131840129;FR;371;1438;3.872844828;EUR;11.32554257;0.969142856;1.736227048;20.352;0;2023-01-01;2023-04-30
23853647414310129;CA;585;665;1.136798906;EUR;24.36582431;1.687333336;1.54031288;20.248;0;2023-01-01;2023-04-30
23854337515470129;AU;363;390;1.074889868;EUR;41.49180328;10.124;0.98360656;20.248;0;2023-01-01;2023-04-30
23853058264540221;GB;589;642;1.089673913;EUR;25.18567243;1.346593952;1.795511224;20.19890929;0;2023-01-01;2023-04-30
23853340764030129;JM;4608;6934;1.5046875;EUR;2.329756544;0.224355552;1.181493016;20.192;0;2023-01-01;2023-04-30
23853260844380129;AU;789;802;1.016227181;EUR;20.06387226;2.513;0.878243512;20.104;0;2023-01-01;2023-04-30
23853146436480129;AU;694;825;1.189158016;EUR;19.47463272;1.673195528;1.784675072;20.07834634;0;2023-01-01;2023-04-30
23854337515470129;NZ;531;649;1.221385542;EUR;24.73982738;1.672;1.775585696;20.064;0;2023-01-01;2023-04-30
23853647414310129;AU;385;451;1.172557173;EUR;35.5319149;1.67;2.978723408;20.04;0;2023-01-01;2023-04-30
23853253817870129;CA;698;738;1.05733945;EUR;21.68329718;1.817454544;1.475054232;19.992;1;2023-01-01;2023-04-30
23853333131590129;HK;550;2265;4.114825581;EUR;7.053590936;0.768027536;1.55422112;19.96871594;1;2023-01-01;2023-04-30
23853005832660221;US;313;318;1.015345269;EUR;50.25692695;1.425142856;2.821158688;19.952;0;2023-01-01;2023-04-30
23853251839290129;CA;1568;1782;1.13622449;EUR;8.959137856;1.050105264;1.40098788;19.952;1;2023-01-01;2023-04-30
23853017842190221;CA;690;812;1.1774942;EUR;19.64137931;4.984;0.315270936;19.936;0;2023-01-01;2023-04-30
23853484569810129;CA;851;852;1.00093985;EUR;18.64413146;1.654666664;1.201877936;19.856;0;2023-01-01;2023-04-30
23853340764030129;CH;1075;1883;1.751488095;EUR;8.418011896;0.900727272;0.815632968;19.816;0;2023-01-01;2023-04-30
23853245865530129;CA;1616;1696;1.04950495;EUR;9.30943396;0.93980952;1.358490568;19.736;0;2023-01-01;2023-04-30
23853366880050129;US;901;970;1.077264654;EUR;16.19126134;1.964;1.450948064;19.64;0;2023-01-01;2023-04-30
23853287544370129;GB;1169;1366;1.168377823;EUR;11.46807264;0.93219048;1.312243704;19.576;1;2023-01-01;2023-04-30
23852981965270221;CA;685;922;1.346962617;EUR;16.89505638;1.02526316;1.734605376;19.48;0;2023-01-01;2023-04-30
23853333131590129;BH;608;3475;5.715789474;EUR;4.478981952;0.720618432;0.976058928;19.45669758;2;2023-01-01;2023-04-30
23852250345280261;AU;938;998;1.064846416;EUR;15.58333334;2.431;1.025641024;19.448;1;2023-01-01;2023-04-30
23853146690100129;US;650;677;1.041871921;EUR;22.94089834;2.426;1.134751776;19.408;1;2023-01-01;2023-04-30
23853201570610129;AU;406;430;1.059055118;EUR;35.99884929;3.227896816;0.892193312;19.36738092;0;2023-01-01;2023-04-30
23853251736870129;CA;1272;1329;1.044654088;EUR;11.63154726;1.136470592;1.444912704;19.32;0;2023-01-01;2023-04-30
23853048404990125;US;643;673;1.0460199;EUR;22.92508918;1.205;1.712247328;19.28;0;2023-01-01;2023-04-30
23853295417310129;AU;982;1040;1.058631922;EUR;14.82461538;1.2848;1.538461536;19.272;0;2023-01-01;2023-04-30
23853240668460129;RS;6451;7558;1.171502976;EUR;2.03831904;0.190653464;0.956917536;19.256;2;2023-01-01;2023-04-30
23853251838920129;AU;1211;1270;1.048877147;EUR;12.07556675;1.065333336;1.712846344;19.176;0;2023-01-01;2023-04-30
23853366846750129;NZ;884;1034;1.170135747;EUR;14.78731632;0.869090912;1.484918792;19.12;1;2023-01-01;2023-04-30
23853295417310129;US;618;646;1.045278137;EUR;23.61386138;0.954;2.673267328;19.08;0;2023-01-01;2023-04-30
23854337515590129;AU;325;363;1.118226601;EUR;41.86784141;2.376;1.938325992;19.008;0;2023-01-01;2023-04-30
23854339243110129;NZ;581;697;1.199724518;EUR;21.81477561;1.117686448;2.296211248;19.00066956;0;2023-01-01;2023-04-30
23853251639100129;AU;1370;1510;1.102803738;EUR;10.05932203;1.726545456;0.847457624;18.992;0;2023-01-01;2023-04-30
23853689570500129;CA;658;749;1.138686131;EUR;20.23931624;18.944;0.256410256;18.944;0;2023-01-01;2023-04-30
23853246001450129;CA;573;619;1.081005587;EUR;24.42377261;1.718545456;1.653746768;18.904;0;2023-01-01;2023-04-30
23853245902340129;CA;757;860;1.136363636;EUR;17.42883721;0.9368;1.637209304;18.736;0;2023-01-01;2023-04-30
23854320839540129;CA;234;343;1.464163823;EUR;43.63636364;3.12;1.491841488;18.72;0;2023-01-01;2023-04-30
23853780369580129;NZ;795;859;1.080482897;EUR;17.33333334;1.69236364;1.489757912;18.616;0;2023-01-01;2023-04-30
23853311322800129;CA;1062;1121;1.055764883;EUR;13.24768023;1.856;0.628122768;18.56;0;2023-01-01;2023-04-30
23853226662340129;AU;1718;1770;1.030260708;EUR;8.350655216;1.421538464;0.542250336;18.48;0;2023-01-01;2023-04-30
23853071472330221;BE;681;798;1.171562867;EUR;18.40722166;1.411692304;1.52457372;18.352;0;2023-01-01;2023-04-30
23853303831220129;AU;1258;1282;1.019083969;EUR;11.37578027;3.037333336;0.299625472;18.224;0;2023-01-01;2023-04-30
23853104199110129;CA;794;1096;1.379657603;EUR;13.28467154;1.3;0.992700728;18.2;0;2023-01-01;2023-04-30
23853754217940129;AU;566;589;1.041018388;EUR;24.70652174;2.597714288;1.195652176;18.184;0;2023-01-01;2023-04-30
23854320839540129;GB;400;567;1.418;EUR;25.63610719;1.65236364;1.805359664;18.176;1;2023-01-01;2023-04-30
23854300029760129;CA;780;802;1.027692308;EUR;18.0758483;1.393230768;1.277445112;18.112;0;2023-01-01;2023-04-30
23853340764030129;MU;5581;10272;1.84059633;EUR;1.406230528;0.265529408;0.766355144;18.056;2;2023-01-01;2023-04-30
23854339242990129;AU;440;526;1.196363636;EUR;27.37993921;9.008;0.486322192;18.016;0;2023-01-01;2023-04-30
23853048408210125;US;488;510;1.044262295;EUR;28.06907378;2.554285712;1.130298272;17.88;0;2023-01-01;2023-04-30
23853210659830129;AU;847;872;1.029272899;EUR;16.38899082;1.1165;1.5412844;17.864;0;2023-01-01;2023-04-30
23853146415900129;AU;980;1058;1.079183673;EUR;13.5269983;1.375591672;0.78668684;17.88269175;1;2023-01-01;2023-04-30
23854339242990129;CA;472;549;1.162711864;EUR;25.94752186;1.186666664;2.099125368;17.8;0;2023-01-01;2023-04-30
23853754217940129;US;351;367;1.045558087;EUR;38.71023965;2.961333336;1.045751632;17.768;0;2023-01-01;2023-04-30
23853286578710129;CA;850;921;1.083804143;EUR;15.38140747;1.7704;0.76455256;17.704;0;2023-01-01;2023-04-30
23853253817930129;CA;683;725;1.06088993;EUR;19.45253863;1.258857144;1.589403976;17.624;0;2023-01-01;2023-04-30
23853240668460129;UA;3174;4917;1.548891129;EUR;2.859746176;0.197483144;1.21054344;17.576;2;2023-01-01;2023-04-30
23853484178240129;NZ;493;703;1.426948052;EUR;19.94994312;0.797090912;2.5483504;17.536;1;2023-01-01;2023-04-30
23854337515590129;CA;358;382;1.067114094;EUR;36.66247379;5.829333336;0.838574424;17.488;0;2023-01-01;2023-04-30
23852391965820784;AU;673;698;1.038049941;EUR;19.9862543;1.246285712;1.649484536;17.448;1;2023-01-01;2023-04-30
23853251639100129;CA;1550;1755;1.132094943;EUR;7.919781224;1.086;1.130355512;17.376;1;2023-01-01;2023-04-30
23853240769520129;AU;1291;1317;1.019826518;EUR;10.55164034;1.336;1.11786148;17.368;0;2023-01-01;2023-04-30
23853139036430129;CA;1186;1313;1.107287449;EUR;10.55453991;0.666153848;1.413772088;17.32;0;2023-01-01;2023-04-30
23853048408210125;CA;742;775;1.045307443;EUR;17.84107327;2.469714288;0.990712072;17.288;0;2023-01-01;2023-04-30
23853484151410129;AE;1160;1785;1.53862069;EUR;7.745405648;0.822857144;1.255042584;17.28;0;2023-01-01;2023-04-30
23853240668460129;LT;3174;3483;1.097278226;EUR;3.95222784;0.324679248;1.175930176;17.208;1;2023-01-01;2023-04-30
23853240668460129;SI;3174;3728;1.174395161;EUR;3.67896996;0.36476596;0.858369096;17.144;0;2023-01-01;2023-04-30
23853240769560129;US;888;904;1.018018018;EUR;15.17168142;0.779272728;2.194690264;17.144;0;2023-01-01;2023-04-30
23852391908480784;CA;594;634;1.068733154;EUR;21.60907945;1.7136;1.412358136;17.136;0;2023-01-01;2023-04-30
23853226142440129;CA;477;495;1.038590604;EUR;27.64458805;2.852;1.292407112;17.112;0;2023-01-01;2023-04-30
23853245902340129;AU;672;732;1.089285714;EUR;18.6579235;1.219428568;1.923497264;17.072;0;2023-01-01;2023-04-30
23853251638870129;CA;1259;1282;1.018424396;EUR;10.62008734;1.001411768;0.998128512;17.024;0;2023-01-01;2023-04-30
23853924491010129;US;329;394;1.199513382;EUR;34.48275862;5.666666664;0.649087224;17;0;2023-01-01;2023-04-30
23852882288260125;US;664;715;1.077108434;EUR;19.00671141;1.062;1.700223712;16.992;1;2023-01-01;2023-04-30
23853331830010129;CA;726;742;1.023153252;EUR;18.26724138;2.825333336;0.603448272;16.952;0;2023-01-01;2023-04-30
23854366533280129;AU;519;532;1.024653313;EUR;25.4556391;1.880888888;1.563909776;16.928;0;2023-01-01;2023-04-30
23853225560170129;AU;850;1110;1.306026365;EUR;12.19322278;2.818666664;0.692141312;16.912;2;2023-01-01;2023-04-30
23853226143290129;CA;550;607;1.104803493;EUR;22.0289855;1.194285712;2.213438736;16.72;0;2023-01-01;2023-04-30
23853260844380129;CA;648;695;1.072839506;EUR;19.22209436;2.386285712;0.920598392;16.704;0;2023-01-01;2023-04-30
23853277755580129;CA;544;667;1.226470588;EUR;20.00959233;0.758545456;2.589928056;16.688;0;2023-01-01;2023-04-30
23853253339100129;US;510;521;1.021978022;EUR;25.58525346;1.514181816;2.457757296;16.656;0;2023-01-01;2023-04-30
23853253371690129;AU;330;335;1.016990291;EUR;39.71360382;2.773333336;1.336515512;16.64;0;2023-01-01;2023-04-30
23853260844370129;AU;747;766;1.024625268;EUR;17.3876698;2.773333336;0.585161968;16.64;0;2023-01-01;2023-04-30
23854550204900129;US;51;51;1;EUR;259.75;0;0;16.624;0;2023-01-01;2023-04-30
23853311283330129;US;720;764;1.061111111;EUR;17.36544502;2.369142856;0.753926704;16.584;0;2023-01-01;2023-04-30
23854349517890129;AU;312;373;1.194871795;EUR;35.55364807;3.3136;0.858369096;16.568;0;2023-01-01;2023-04-30
23853279195610129;SA;2563;2986;1.164794007;EUR;4.424643096;0.688032;1.07181136;16.51276803;0;2023-01-01;2023-04-30
23854312032970129;NZ;473;574;1.21319797;EUR;23.0292887;1.834666664;2.343096232;16.512;0;2023-01-01;2023-04-30
23853253781180129;US;225;241;1.071174377;EUR;54.83056478;3.3008;2.392026576;16.504;0;2023-01-01;2023-04-30
23854339243110129;CA;315;405;1.284263959;EUR;32.52288519;2.057072488;2.371541504;16.4565799;0;2023-01-01;2023-04-30
23853333131590129;PT;352;1736;4.931818182;EUR;7.554187888;0.712721208;1.511520736;16.39258773;0;2023-01-01;2023-04-30
